Timestamp,PersonBox,MaskLabel
2025-08-12T17:29:44.023080,"96,87,1793,1072",No Mask
2025-08-12T17:29:44.159135,"87,101,1749,1070",No Mask
2025-08-12T17:29:44.293058,"66,111,1671,1070",No Mask
2025-08-12T17:29:44.425985,"121,131,1708,1069",No Mask
2025-08-12T17:29:44.556440,"136,156,1699,1068",No Mask
2025-08-12T17:29:44.696410,"126,159,1666,1068",No Mask
2025-08-12T17:29:44.825300,"95,164,1641,1070",No Mask
2025-08-12T17:29:44.968906,"103,170,1618,1069",No Mask
2025-08-12T17:29:45.088694,"109,171,1634,1071",No Mask
2025-08-12T17:29:45.231237,"136,181,1654,1070",No Mask
2025-08-12T17:29:45.355884,"156,182,1645,1070",No Mask
2025-08-12T17:29:45.490435,"166,186,1655,1069",No Mask
2025-08-12T17:29:45.627477,"180,189,1700,1069",No Mask
2025-08-12T17:29:45.765726,"190,185,1706,1070",No Mask
2025-08-12T17:29:45.887932,"175,184,1714,1069",No Mask
2025-08-12T17:29:46.023612,"171,183,1693,1069",No Mask
2025-08-12T17:29:46.159070,"162,188,1691,1069",No Mask
2025-08-12T17:29:46.290039,"172,189,1681,1069",No Mask
2025-08-12T17:29:46.424655,"161,182,1687,1068",No Mask
2025-08-12T17:29:46.561676,"167,182,1685,1068",No Mask
2025-08-12T17:29:46.689121,"163,182,1687,1068",No Mask
2025-08-12T17:29:46.823130,"166,184,1687,1069",No Mask
2025-08-12T17:29:46.959951,"166,185,1687,1068",No Mask
2025-08-12T17:29:47.091500,"162,183,1699,1069",No Mask
2025-08-12T17:29:47.222537,"171,185,1691,1069",No Mask
2025-08-12T17:29:47.357693,"167,184,1686,1069",No Mask
2025-08-12T17:29:47.494233,"166,181,1691,1069",No Mask
2025-08-12T17:29:47.623673,"170,183,1696,1069",No Mask
2025-08-12T17:29:47.764225,"161,180,1708,1069",No Mask
